address1,address2,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio,CompanyExecutives,totalRevenueInt,encoded_address2,longitude,latitude
"14, Jalan Kilang",Kawasan Perindustrian Tongkang Pecah,Batu Pahat,83010,Malaysia,60 7 415 1211,,https://www.hsib.com.my,Packaged Foods,Consumer Defensive,"Hup Seng Industries Berhad, an investment holding company, together with its subsidiaries, manufactures and sells biscuits in Malaysia. It operates through three segments: Biscuit Manufacturing, Beverage Manufacturing, and Trading Division. The company offers crackers, cream sandwich biscuits, assorted biscuits, cookies, and other series; instant coffee mix, teas, and cereals; and rice crackers and other products. It also sells and distributes beverages, biscuits, confectionary, and other food. In addition, the company exports its products. It sells its products under the Cap Ping Pong, Hup Seng Cream Crackers, Kerk, Naturell, In-Comix, and Want Want brands. The company was founded in 1958 and is based in Batu Pahat, Malaysia. Hup Seng Industries Berhad operates as a subsidiary of HSB Group Sdn. Bhd.",968.0,,31/12/2023,86400.0,4.0,0.885,0.885,0.87,0.885,0.885,0.885,0.87,0.885,0.05,0.0508,20/03/2024,0.56630003,5.45,0.251,12.571428,744200.0,744200.0,420238.0,818090.0,818090.0,0.88,0.875,"RM 704,000,000.00",0.625,0.905,1.9704937,0.8382,0.77455,0.035,0.039548025,MYR,"RM 617,466,176.00",0.12619,"RM 296,832,000.00","RM 800,000,000.00",0.66545,0.01679,0.203,4.3349752,31/12/2023,31/12/2024,31/12/2023,0.1,"RM 45,085,588.00",0.06,0.07,,1.728,10.014,KLS,EQUITY,5024.KL,5024.KL,HUPSENG,Hup Seng Industries Berhad,03/11/2000,Asia/Kuala_Lumpur,MYT,efc77474-ce9f-3382-9efd-a3a584b458e0,28800000.0,0.88,1.04,0.99,1.01,1.01,1.5,strong_buy,2.0,"RM 90,798,192.00",0.113,"RM 61,659,760.00","RM 264,378.00",1.827,2.265,"RM 357,270,880.00",0.163,0.447,0.15646,0.29731,"RM 46,089,108.00","RM 53,223,320.00",0.103,0.002,0.30357,0.17259,0.15118,MYR,,"Mr. Chiew Siong Kerk, MD & Director; Ms. Chian Tung Kerk, Executive Director; Quek Ah Kow, Group Financial Controller & CFO; Ms. Wai Ngan Lee, Joint Company Secretary; Mr. Kok Aun Tan, Company Secretary",357270880.0,Kawasan%20Perindustrian%20Tongkang%20Pecah,,
"No. L9, Jalan ML 16",ML-16 Industrial Park,Seri Kembangan,43300,Malaysia,60 3 8964 5600,60 3 8964 5400,https://www.hwatai.com,Packaged Foods,Consumer Defensive,"Hwa Tai Industries Berhad, an investment holding company, manufactures and trades in biscuits and other confectionery products in Malaysia and internationally. It operates through two segments, Manufacturing and Trading. The company offers crackers, cookies, cakes, cream sandwiches, and assorted biscuits under the HWA TAI, LUXURY, and PESTA brand names. It is also involved in property holding business; and trading and distribution of its products to various chain of outlets, as well as an original equipment manufacturer (OEM) for third party's brand of biscuits. Hwa Tai Industries Berhad was founded in 1962 and is based in Seri Kembangan, Malaysia.",,,31/12/2023,86400.0,4.0,0.605,0.605,0.6,0.62,0.605,0.605,0.6,0.62,,,06/08/2002,,,0.567,,182200.0,182200.0,432728.0,409210.0,409210.0,0.6,0.61,"RM 45,648,312.00",0.41,0.74,0.5652832,0.5675,0.515825,,,MYR,"RM 75,908,000.00",-0.08808,"RM 27,099,750.00","RM 74,833,296.00",1.05225,,0.355,1.71831,31/12/2023,31/12/2024,31/12/2023,,"RM -7,113,000.00",-9.49,,,0.94,-43.625,KLS,EQUITY,8478.KL,8478.KL,HWATAI,Hwa Tai Industries Berhad,03/01/2000,Asia/Kuala_Lumpur,MYT,0382cc40-4e46-3082-90e1-383a41d8ebbe,28800000.0,0.61,,,,,,none,,"RM 7,607,000.00",0.101,"RM -1,740,000.00","RM 38,119,000.00",0.754,0.97,"RM 80,753,000.00",142.902,1.079,-0.03928,-0.3345,"RM -2,566,246.00","RM -3,534,000.00",,0.121,-0.0686,-0.02155,-0.023,MYR,,"Mr. Chung Yee Soo J.P., Executive Chairman; Ms. Teng Li Chin, Company Secretary",80753000.0,ML-16%20Industrial%20Park,,
Mercu Maybank,Level 31 i-City Selangor Golden Triangle,Shah Alam,40000,Malaysia,60 3 5521 8800,60 3 5521 8810,https://www.i-bhd.com,Real Estate—Development,Real Estate,"I-Berhad, an investment holding company, engages in the property investment and development activities primarily in Malaysia. The company operates through Property Development, Property Investment, and Leisure and Hospitality segments. It develops and sells residential and commercial properties; contracts for construction works; owns land and property; and manages complexes and other properties. The company also develops and manages i-City, Shah Alam as a MSC Malaysia Cybercentre; provides managed network and telephony services; and promotes, markets, and manages events, leisure, hotel, and other tourism related activities. In addition, it operates as a travel agent, advertising agent, advertiser, and advertising contractor; and operates café, coffee house, and food and beverages retail outlet. The company was formerly known as Sanyo Industries (Malaysia) Sdn Bhd and changed its name to I-Berhad in 1999. I-Berhad was incorporated in 1967 and is based in Shah Alam, Malaysia. I-Berhad is a subsidiary of Sumurwang Sdn. Bhd.",,,31/12/2023,86400.0,4.0,0.25,0.25,0.25,0.255,0.25,0.25,0.25,0.255,,0.008,11/09/2023,0.3125,,0.684,,273400.0,273400.0,282600.0,319560.0,319560.0,0.25,0.25,"RM 464,324,992.00",0.22,0.29,2.6446867,0.2353,0.244825,0.002,0.008,MYR,"RM 785,927,936.00",0.06832,"RM 313,605,052.00","RM 1,857,299,968.00",0.83115,,0.634,0.39432177,31/12/2023,31/12/2024,31/12/2023,-0.54,"RM 11,995,000.00",0.01,,,4.476,24.36,KLS,EQUITY,4251.KL,4251.KL,IBHD,I-Berhad,03/01/2000,Asia/Kuala_Lumpur,MYT,89b5405c-68f1-3c6c-a6a3-ba8dee8adea1,28800000.0,0.25,,,,,,none,,"RM 30,378,000.00",0.016,"RM 32,263,000.00","RM 351,553,984.00",0.226,2.125,"RM 175,568,992.00",29.85,0.095,0.0076,0.010299999,"RM -1,913,875.00","RM 24,072,000.00",-0.658,0.051,0.53801,0.18375999,0.19168,MYR,,"Ms. Siew Thuan  Tey, CEO & Executive Director; Mr. Boon Soon Lim, CTO & Executive Director; Mr. Kai Wei How, Head of Finance; Ms. Khai Fen Oon, Head of Business Strategy & Investment; Madam Poh Ling Ong, Head of Marketing; Ms. Soke Cheng  Tang, Head of Hospitality & Leisure; Mr. Kok Chin  Tang, Head of Corporate Planning; Mr. Kok Leong Lai, Head of Property; Ms. Chew Lin Bu, Company Secretary",175568992.0,Level%2031%20i-City%20Selangor%20Golden%20Triangle,,
No.6 The NorthBank,Off Kuching-Samarahan Expressway,Kuching,93350,Malaysia,60 8 236 1111,60 8 236 2233,https://www.ibraco.com,Real Estate—Diversified,Real Estate,"Ibraco Berhad, together with its subsidiaries, engages in the construction and development of properties primarily in Malaysia. It operates through six segments: Property Development, Property Holding and Management, Quarry Operations, Construction Works, Clubhouse Operation, and Ready Mix Concrete Operation. The company develops and sells residential and commercial properties; and constructs residential and commercial properties, and infrastructure works. It also engages in the operation of private clubhouse; operates and sells ready mixed concrete; landscaping services; quarry operations; trading of building materials and related products; sale of stone products; property management activities; manufacture of pipes; and leasing of retail and education facilities. The company was formerly known as Ibraco Realty Development Sdn Bhd. and changed its name to Ibraco Berhad in August 2003. Ibraco Berhad was incorporated in 1971 and is based in Kuching, Malaysia.",,,31/12/2023,86400.0,4.0,1.12,1.13,1.12,1.16,1.12,1.13,1.12,1.16,0.02,0.0179,11/07/2024,0.4375,4.35,0.538,10.454545,235800.0,235800.0,528603.0,1401730.0,1401730.0,1.14,1.15,"RM 627,952,896.00",0.51,1.2,1.6024493,0.9965,0.812825,,,MYR,"RM 826,606,528.00",0.11748,"RM 65,432,718.00","RM 546,046,016.00",0.88174003,0.08241,0.877,1.3112885,31/12/2023,31/12/2024,31/12/2023,-0.295,"RM 46,037,992.00",0.08,0.11,,2.109,10.042,KLS,EQUITY,5084.KL,5084.KL,IBRACO,Ibraco Berhad,16/06/2004,Asia/Kuala_Lumpur,MYT,351d9cee-5a73-3978-90e3-08f8e31c17fb,28800000.0,1.15,1.18,1.18,1.18,1.18,2.0,buy,1.0,"RM 74,455,784.00",0.136,"RM 82,318,928.00","RM 280,711,680.00",0.624,1.816,"RM 391,870,688.00",57.537,0.718,0.0543,0.09548,"RM -20,654,224.00","RM 16,845,648.00",-0.463,0.276,0.31346,0.21007,0.17489,MYR,,"Mr. Chiaw Han Chew, Group MD & Executive Director; Madam Lee Lin Tang, Executive Director; Ms. Puay Huang Yeo, Company Secretary; Ms. Mei Ling Wong, Assistant to MD & Company Secretary",391870688.0,Off%20Kuching-Samarahan%20Expressway,,
"16.01B, Plaza First Nationwide","No. 161, Jalan Tun H. S. Lee",Kuala Lumpur,50000,Malaysia,60-3-2070-2106,,https://www.icapital.biz,,,"iCapital.biz Berhad is a closed-ended equity fund launched and managed by Capital Dynamics Asset Management Sdn Bhd. It invests in the public equity markets of Malaysia. The fund invests in stocks of companies operating across diversified sectors. It invests in the stocks of undervalued companies. The fund benchmarks the performance of its portfolio against the KLSE Composite index. iCapital.biz Berhad was launched on 19 October 2005, and is domiciled in Malaysia.",,,,86400.0,4.0,3.24,3.24,3.24,3.28,3.24,3.24,3.24,3.28,,,,,,0.08,,86200.0,86200.0,68459.0,134880.0,134880.0,3.28,3.29,"RM 459,200,000.00",1.99,3.47,37.10426,3.0866,2.8102,,,MYR,"RM 442,496,000.00",0.08698,,"RM 140,000,000.00",0.20634001,0.29927,3.024,1.0846561,31/05/2023,31/05/2024,29/02/2024,,"RM 1,076,460.00",0.16,,,35.755,,KLS,EQUITY,5108.KL,5108.KL,ICAP,icapital biz Bhd,19/10/2005,Asia/Kuala_Lumpur,MYT,ae803cf1-23b5-383c-96d5-f4fcb2a14d08,28800000.0,3.28,,,,,,none,,"RM 11,104,000.00",0.079,,,36.978,236.823,"RM 12,375,937.00",,0.088,0.0023700001,0.00213,"RM 56,168,144.00","RM -52,372,560.00",,-0.057,1.0,,-0.28481,MYR,,,12375937.0,No.%20161%2C%20Jalan%20Tun%20H.%20S.%20Lee,,
"16-01, Menara Tan & Tan",Level 16 207 Jalan Tun Razak,Kuala Lumpur,50450,Malaysia,60 3 2770 0500,60 3 2770 0600,https://www.iconoffshore.com.my,Oil & Gas Equipment & Services,Energy,"Icon Offshore Berhad, an investment holding company, provides offshore support vessels (OSV) to the oil and gas related industries in Malaysia and Brunei. The company operates through two segments, OSV and Drilling. It offers vessel chartering and ship management services to oil and gas industries. The company also provides drilling rig services. In addition, it offers towing, anchor handling, construction support, and firefighting services, as well as marine transportation of mud, transport equipment, cargo pipe, drilling fluids, cement, and fuel and fresh water. Further, the company owns, operates, and leases vessels. It operates various types of vessels, including anchor handling tug and supply, and anchor handling tug; straight supply; platform support; accommodation workboat; and utility vessels. The company was formerly known as Kota Bayu Ekuiti Berhad and changed its name to Icon Offshore Berhad in October 2012. The company was founded in 1994 and is headquartered in Kuala Lumpur, Malaysia. Icon Offshore Berhad is a subsidiary of Hallmark Odyssey Sdn. Bhd. As of March 26, 2024, Icon Offshore Berhad operates as a subsidiary of Liannex Corporation Sdn. Bhd..",,,31/12/2023,86400.0,4.0,0.77,0.775,0.75,0.775,0.77,0.775,0.75,0.775,0.2,0.2597,20/12/2023,5.6948,,1.821,10.928571,2536000.0,2536000.0,3693172.0,3950750.0,3950750.0,0.765,0.765,"RM 476,008,992.00",0.3,0.86,2.3825693,0.7242,0.623175,,,MYR,"RM 550,769,664.00",0.02431,"RM 160,144,217.00","RM 622,233,984.00",0.70295995,0.0626,0.638,1.1990595,31/12/2023,31/12/2024,31/12/2023,,"RM 4,856,178.00",0.01,0.07,0.68,2.757,7.307,KLS,EQUITY,5255.KL,5255.KL,ICON,Icon Offshore Berhad,25/06/2014,Asia/Kuala_Lumpur,MYT,6cecbe4e-f98f-37d6-ae74-7b32f47da3bc,28800000.0,0.765,0.8,0.71,0.76,0.76,2.5,buy,2.0,"RM 147,358,128.00",0.272,"RM 75,380,264.00","RM 249,350,592.00",0.613,0.663,"RM 199,788,096.00",66.083,0.369,0.017549999,0.01723,"RM 63,364,456.00","RM 81,278,944.00",,-0.278,0.19205,0.3773,-0.16722,MYR,,"Mr. Hadian  Bin Hashim, MD & Non-Independent Executive Director; Mr. Yu-Jin  Lee, Chief Financial Officer; Captain Arjan Singh Angrej Singh, Head of Operations; Ms. Farah  binti Othman, Head of Human Capital & Administration; Mr. Mia Idorman Bin Ismail, Head of Business Ventures; Mr. Chern Wooi Lim, Executive Director; Madam Siew Chuan Chua FCIS, MAICSA, Joint Company Secretary; Ms. Mun Yee  Chin MAICSA, Joint Company Secretary; Loo Ee Tan, Company Secretary",199788096.0,Level%2016%20207%20Jalan%20Tun%20Razak,,
"No. 1-2, Jalan Icon City",Icon City,Bukit Mertajam,14000,Malaysia,60 4 504 0588,60 4 504 1599,https://www.iconicworldwide.com.my,Medical Instruments & Supplies,Healthcare,"Iconic Worldwide Berhad, an investment holding company, engages in tourism and property businesses in Malaysia. It operates through four segments: Property Development, Manufacturing, Tourism services, and Others. The company constructs and sells commercial properties. It also provides hospitality management and related services; operates as a hotelier; and manufactures, distributes, and deals in personal protective equipment products and related appliances, primarily disposable face masks and gloves. The company was formerly known as Sanbumi Holdings Berhad and changed its name to Iconic Worldwide Berhad in August 2019. Iconic Worldwide Berhad is based in Bukit Mertajam, Malaysia.",,,31/12/2023,86400.0,4.0,0.105,0.105,0.1,0.11,0.105,0.105,0.1,0.11,,,14/07/1997,,,1.402,,34143900.0,34143900.0,19052940.0,55104710.0,55104710.0,0.1,0.105,"RM 177,141,296.00",0.08,0.155,3.6525486,0.10071104,0.11005276,,,MYR,"RM 152,237,088.00",-0.88447,"RM 287,789,910.00","RM 1,687,059,968.00",0.42855,0.07797,0.288,0.36458334,31/03/2023,31/03/2024,31/12/2023,,"RM -42,895,000.00",-0.07,,,3.139,-10.449,KLS,EQUITY,9113.KL,9113.KL,ICONIC,Iconic Worldwide Berhad,03/01/2000,Asia/Kuala_Lumpur,MYT,2cd57915-f13e-3ffb-b9ad-a7e9f10c5732,28800000.0,0.105,,,,,,none,,"RM 7,199,000.00",0.013,"RM -14,570,000.00","RM 100,512,000.00",0.418,1.133,"RM 48,498,000.00",62.066,0.086,-0.03875,-0.2339,"RM 21,580,624.00","RM -8,902,000.00",,-0.16,-0.06215,-0.30042,-0.26594,MYR,,"Mr. Kean Tet  Tan, Executive Chairman; Mr. Cho Chia  Tan, MD & Executive Director; Ms. Seok Ying Tan, Executive Director; Mr. Wei Chiun Chung, Executive Director; Mr. Selvakumaran P. Sathasivam, Head of Finance; Ms. Choo Tan Lim, Company Secretary; Ms. Siew Cheng  Chew MAICSA, Company Secretary",48498000.0,Icon%20City,,
"Block H, Excella Business Park",Ground Floor Jalan Ampang Putra,Kuala Lumpur,55100,Malaysia,60 3 4289 5288,60 3 4289 5388,https://www.ictzone.asia,Information Technology Services,Technology,"ICT Zone Asia Berhad, an investment holding company, provides Information and communication technology (ICT) solutions to private corporations and government associations in Malaysia. It operates through Leasing, Trading, Service, Rental, and Cloud Solution and Service segments. The company engages in the leasing and trading of ICT hardware and software solutions. It also provides maintenance and technical support and customized cloud services with architecture solution. The company is involved in the provision of repairing, computers parts and accessories, and factoring facilities services. The company was founded in 2000 and is headquartered in Kuala Lumpur, Malaysia.",,,,86400.0,4.0,0.215,0.22,0.215,0.22,0.215,0.22,0.215,0.22,,,,,,-0.01,,10000.0,10000.0,163.0,,,0.18,0.215,"RM 126,233,592.00",0.19,0.24,1.1031705,0.2166,0.22125,,,MYR,"RM 214,652,640.00",0.06416,"RM 63,645,239.00","RM 587,132,992.00",0.8916,,0.104,2.0673077,31/01/2024,31/01/2025,31/01/2024,0.37,"RM 7,342,000.00",0.01,,,1.876,4.47,KLS,EQUITY,03038.KL,03038.KL,ICTZONE,ICT Zone Asia Berhad,15/12/2020,Asia/Kuala_Lumpur,MYT,62ffe552-cf56-3e95-88c9-54aad99d5f3e,28800000.0,0.215,,,,,,none,,"RM 9,884,000.00",0.017,"RM 48,019,000.00","RM 97,991,000.00",0.734,0.767,"RM 114,428,000.00",160.111,0.195,0.05335,0.14226,"RM -65,612,744.00","RM 43,198,000.00",0.164,0.343,0.18266001,0.41964,0.15869,MYR,,"Mr. Kok Kwang  Lim, MD, CEO & Director; Ms. Siow Voon Teh, General Manager of Admin & Finance; Mr. Soon Kiat Ng, COO & Executive Director; Khoon Hong Eng, Joint Company Secretary; Mr. Tong Lang Tan, Joint Company Secretary",114428000.0,Ground%20Floor%20Jalan%20Ampang%20Putra,,
"C5-3, Radius Business Park",Jalan Teknokrat 2/1 Cyber 4,Cyberjaya,63000,Malaysia,60 3 8800 8351,,https://idb.com.my,Software—Application,Technology,"IDB Technologies Berhad, an investment holding company, provides property management system solutions in Malaysia, Singapore, Indonesia, and Cambodia. It offers proprietary software, hardware, training, and other services and solutions related to software. The company also provides services and solutions related hotel and accommodation operations. The company also offers booking engine, self check-in kiosk, channel manager, new user interface, and automated pricing solutions. IDB Technologies Berhad was incorporated in 2007 and is based in Cyberjaya, Malaysia.",,,,86400.0,4.0,0.185,0.2,0.185,0.2,0.185,0.2,0.185,0.2,,0.0162,23/05/2024,0.3704,,0.248,,1000.0,1000.0,16.0,100.0,100.0,,,"RM 92,500,000.00",0.15,0.2,12.973108,0.1985,0.199625,0.001,0.0054054055,MYR,"RM 87,716,000.00",0.19131,"RM 123,550,000.00","RM 500,000,000.00",0.075,,0.011,16.818182,30/06/2023,30/06/2024,31/12/2023,0.042,"RM 1,364,040.00",,,,12.302,39.666,KLS,EQUITY,03030.KL,03030.KL,IDBTECH,IDB Technologies Berhad,08/10/2019,Asia/Kuala_Lumpur,MYT,e99c75ab-9157-3f66-b456-43a8c5c5d811,28800000.0,0.185,,,,,,none,,"RM 5,199,000.00",0.01,"RM 2,211,364.00","RM 415,000.00",4.03,4.089,"RM 7,130,134.00",7.4,0.014,0.16795,0.26356,"RM 1,133,548.00","RM 1,151,091.00",0.016,0.164,0.56001997,0.31014,0.27844,MYR,,"Mr. Kah Beng Cheah, CEO & Executive Director; Ms. Seh Ling  Leong, Finance Manager; Mr. Kuei Boon Lim, CTO & Executive Director; Mr. Kok You Kong, Director of Sales and Marketing; Ms. Sor Hua Tea, Company Secretary",7130134.0,Jalan%20Teknokrat%202/1%20Cyber%204,,
"No. 71-5, Ideal @ The One",Jalan Mahsuri,Bayan Lepas,11950,Malaysia,60 4 641 6888,60 4 644 1888,https://www.idealcapital.com.my,Real Estate—Development,Real Estate,"Ideal Capital Berhad, an investment holding company, engages in the property development business in Malaysia. It operates through three segments: Property Development, Trading, and Project Investment and Project Management. The company also engages in the trading of heavy machinery and spare parts, and disinfectant products; property investment and management; and asset management activities. In addition, it provides energy management services; manufactures and trades in sterilization and sanitization, and pharmaceutical products; develops industrial parks; and trades in industrial land and building materials. The company was formerly known as Ideal United Bintang International Berhad and changed its name to Ideal Capital Berhad in June 2022. The company was incorporated in 1979 and is based in Bayan Lepas, Malaysia. Ideal Capital Berhad is a subsidiary of ICT Innotech Sdn. Bhd.",,,31/12/2023,86400.0,4.0,3.5,3.4,3.36,3.4,3.5,3.4,3.36,3.4,0.04,0.0114,02/05/2024,0.0809,,0.397,,6000.0,6000.0,9455.0,22010.0,22010.0,3.4,3.7,"RM 1,680,003,328.00",2.0,3.64,3.2818224,3.3474,2.7714,0.03,0.008571428,MYR,"RM 2,129,808,384.00",0.12069,"RM 7,495,011.00","RM 500,000,992.00",0.99341005,,1.307,2.5707726,31/12/2023,31/12/2024,31/12/2023,0.627,"RM 61,783,756.00",0.12,,,4.16,27.984,KLS,EQUITY,9687.KL,9687.KL,IDEAL,Ideal Capital Berhad,03/01/2000,Asia/Kuala_Lumpur,MYT,bca53b39-4458-37d2-b0f3-a17c519334d6,28800000.0,3.36,,,,,,none,,"RM 65,624,088.00",0.131,"RM 76,108,888.00","RM 410,136,704.00",0.474,2.228,"RM 511,911,712.00",58.468,1.024,0.03283,0.09553,"RM -334,691,296.00","RM -230,300,800.00",0.627,0.042,0.28254998,0.14868,0.15991999,MYR,,"Mr. Kee Liang Ooi, Executive Chairman; Ms. Li Wei Phor, Executive Director; Mr. Ee Ken Teoh, Chief Financial Officer; Ms. Siew Cheng  Chew MAICSA, Company Secretary; Ms. Choo Tan Lim, Company Secretary",511911712.0,Jalan%20Mahsuri,,
Wisma IFCA,"No 19, Jalan PJU 1/42A Dataran Prima",Petaling Jaya,47301,Malaysia,60 3 7805 3838,60 3 7804 0206,https://www.ifca.asia,Software—Application,Technology,"IFCA MSC Berhad, a business software solution company, engages in the research and development of enterprise-wide business solutions in Malaysia and internationally. It operates in three segments: Software Applications and Royalty Income; Hardware, Networking and Operating Systems; and Maintenance, Support System, Training and Implementation Services. The company offers PropertyX, a cloud-based property management system solution for developers, agencies, solicitors, bankers, and purchasers; and ContractX, a construction software that manages a project from start to finish in a single place. It also provides HotelX that provides mobile internet hotel management solution; and HRX, a cloud-based human resource information system that enables employees to manage various HR-related business functions. In addition, the company is involved in the provision of turnkey solutions, as well as the installation and servicing of computer hardware and networks. It offers its software solutions for property, construction, and hospitality industries; and human resource management. The company was incorporated in 1987 and is headquartered in Petaling Jaya, Malaysia.",515.0,,31/12/2023,86400.0,4.0,0.475,0.48,0.48,0.51,0.475,0.48,0.48,0.51,0.01,0.0105,06/06/2024,,2.03,1.308,,12555400.0,12555400.0,7135832.0,10528610.0,10528610.0,0.495,0.5,"RM 302,602,496.00",0.225,0.51,3.874934,0.3698,0.3079,0.005,0.010526315,MYR,"RM 211,015,760.00",0.02727,"RM 318,410,349.00","RM 605,204,992.00",0.48768002,,0.201,2.4875622,31/12/2023,31/12/2024,31/12/2023,1.567,"RM 2,129,457.00",,,,2.702,54.036,KLS,EQUITY,0023.KL,0023.KL,IFCAMSC,IFCA MSC Berhad,30/07/2003,Asia/Kuala_Lumpur,MYT,d733b76a-207f-3601-a7c4-b58376fa382e,28800000.0,0.5,,,,,,none,,"RM 77,517,416.00",0.128,"RM 3,905,068.00","RM 1,558,361.00",2.932,3.012,"RM 78,092,296.00",1.288,0.129,0.01208,0.02237,"RM 8,362,318.00","RM 11,095,192.00",1.516,0.018,0.24468,0.05001,0.09232,MYR,,"Mr. Keang Cheun Yong Mcs, Founder & Non-Independent Executive Chairman; Mr. Kian Keong Yong, Acting CEO & Non-Independent Executive Deputy Chairman; Mr. Nyu Kuan  Leong, Director of Corporate Services & Executive Director; Ms. Guey Yann Lai, Chief Financial Officer; Mr. Seng Wood Kuan, Executive Vice President of Business Development; Mr. Musa  Tan, President Director of Indonesia; Mr. Jin Juan Te, Chief Project Officer; Mr. Jeffrey Maria Doss, Chief Executive Officer of Property Software Division; Mr. Chin Chu Tai, Chief Development Officer; Mr. Yim Kong Ng, Company Secretary",78092296.0,No%2019%2C%20Jalan%20PJU%201/42A%20Dataran%20Prima,,
The Gardens South Tower,Level 32 Mid Valley City Lingkaran Syed Putra,Kuala Lumpur,59200,Malaysia,60 3 2289 8989,60 3 2289 8802,https://www.igbbhd.com,Real Estate Services,Real Estate,"IGB Berhad, an investment holding company, engages in property investment and development businesses in Malaysia. The company operates through Retail, Commercial, Residential, Hospitality, Construction, and others segments. It operates retail malls and office buildings; develops and sells condominiums, and office suites; constructs civil and building projects. In addition, the company operates hotels; and provides education, as well as sells and distributes utilities. Further, it engages in management of real estate investment trust; and maintenance of wastewater treatment plants, and related services. The company was formerly known as Goldis Berhad. IGB Berhad was incorporated in 2000 and is based in Kuala Lumpur, Malaysia.",,,31/12/2023,86400.0,4.0,2.49,2.49,2.47,2.49,2.49,2.49,2.47,2.49,0.05,0.0201,11/12/2023,0.2164,0.67,0.378,13.833333,19400.0,19400.0,225440.0,350670.0,350670.0,2.48,2.49,"RM 3,343,447,296.00",1.86,2.52,2.093668,2.4662,2.28925,0.05,0.020080322,MYR,"RM 5,880,709,632.00",0.19532,"RM 395,552,949.00","RM 1,342,749,952.00",0.77528,0.14895001,2.982,0.83501005,31/12/2023,31/12/2024,31/12/2023,3.57,"RM 311,911,008.00",0.23,0.18,,3.683,7.138,KLS,EQUITY,5606.KL,5606.KL,IGBB,IGB Berhad,09/05/2006,Asia/Kuala_Lumpur,MYT,b1656068-2e99-37a3-8f6d-26d48f01ad2e,28800000.0,2.49,,,,,3.0,hold,,"RM 1,343,800,064.00",0.997,"RM 823,900,992.00","RM 3,689,760,000.00",0.848,1.191,"RM 1,596,932,992.00",87.857,1.183,0.04822,0.12224,"RM 540,812,608.00","RM 732,817,024.00",3.585,0.105,0.54005,0.51593,0.3423,MYR,,"Mr. Boon Lee  Tan, Group CEO & Executive Director; Ms. Mei Sian  Tan, Deputy CEO, Head of Group Strategy & Risk and ExCo Chairman of Property Invest. (Commercial) Div.; Mr. Yeng Keet Chow, Group Chief Financial Officer; Mr. Khim Chon  Wong, Deputy Chief Executive Officer of IGB REIT Management; Ms. Lai Yin  Chan, Group Company Secretary; Mr. Antony Patrick Barragry, Chief Executive Officer of IGB REIT Management Sdn Bhd; Mr. Yee Seng  Tan, Chief Executive Officer of Tan & Tan Developments Berhad; Mr. Hooi Guan  Loo, Chief Executive Officer of Cititel Hotel Management Sdn Bhd",1596932992.0,Level%2032%20Mid%20Valley%20City%20Lingkaran%20Syed%20Putra,,
